event_id,datetime,latitude,longitude,depth_km,magnitude
2971,2016-04-18 17:51:37,36.85,145.8,12.02,2.2
2975,2016-04-18 20:37:32,37.81667,144.23333,11.69,1.1
2977,2016-04-19 00:07:57,37.66667,144.93333,9.38,1.0
2982,2016-04-19 02:07:52,37.91667,143.5,7.99,1.3
2983,2016-04-19 02:47:06,38.3,140.6,11.77,1.7
2987,2016-04-19 04:48:18,37.43333,145.18333,9.45,1.3
2988,2016-04-19 04:58:03,36.0,142.35,10.86,2.3
2992,2016-04-19 05:23:44,37.13333,140.03333,10.06,1.8
2997,2016-04-19 07:22:06,37.91667,143.83333,8.77,2.2
3001,2016-04-19 15:40:28,36.88333,145.33333,11.13,0.8
3004,2016-04-19 16:18:43,40.66667,141.2,9.65,3.4
3008,2016-04-19 19:13:32,40.36667,142.5,5.54,1.8
3011,2016-04-19 22:24:04,36.05,146.0,9.96,1.8
3014,2016-04-20 04:29:52,37.0,144.68333,7.72,3.1
3016,2016-04-20 06:06:46,38.35,145.16667,10.89,0.9
3020,2016-04-20 07:56:42,38.73333,141.36667,32.21,3.3
3027,2016-04-20 12:21:42,38.18333,145.8,11.9,0.8
3028,2016-04-20 12:28:42,36.33333,143.6,7.5,2.2
3031,2016-04-20 13:42:38,36.5,144.75,9.87,0.8
3042,2016-04-20 21:24:46,38.15,145.61667,7.84,1.0
3044,2016-04-20 22:48:54,38.45,143.6,9.27,0.8
3046,2016-04-21 03:50:21,38.8,144.35,11.46,0.8
3048,2016-04-21 05:21:43,37.51667,142.43333,6.91,2.6
3049,2016-04-21 06:38:57,39.26667,144.68333,9.17,0.9
3055,2016-04-21 10:08:52,37.65,145.48333,11.1,0.8
3056,2016-04-21 11:33:35,36.91667,144.38333,10.57,1.4
3060,2016-04-21 14:00:01,37.3,145.06667,10.89,1.6
3063,2016-04-21 16:50:07,38.06667,144.81667,10.3,0.9
3064,2016-04-21 17:18:05,38.43333,142.55,11.94,1.4
3069,2016-04-21 17:47:20,36.61667,145.05,12.08,1.6
3076,2016-04-22 01:39:57,37.33333,141.0,14.4,3.9
3079,2016-04-22 03:31:11,37.6,145.16667,9.67,1.1
3082,2016-04-22 06:51:22,38.95,143.38333,5.37,2.1
3084,2016-04-22 07:23:10,37.11667,145.78333,9.09,0.9
3107,2016-04-22 21:58:11,38.61667,144.05,12.65,2.0
3110,2016-04-22 23:25:13,37.78333,141.83333,10.01,2.6
3112,2016-04-23 00:13:37,38.41667,140.31667,10.68,1.2
3116,2016-04-23 02:59:31,37.25,141.96667,10.38,1.3
3118,2016-04-23 03:06:01,38.28333,145.41667,10.09,1.3
3124,2016-04-23 04:03:59,37.13333,141.5,10.24,1.0
3128,2016-04-23 05:09:48,37.55,143.41667,8.88,1.7
3130,2016-04-23 05:40:08,39.2,143.06667,11.62,0.9
3131,2016-04-23 06:04:51,38.1,143.2,10.15,2.1
3133,2016-04-23 07:32:18,36.95,141.36667,8.64,5.5
3134,2016-04-23 08:05:58,36.11667,141.13333,8.81,5.7
3136,2016-04-23 09:04:17,37.08333,146.0,8.47,7.2
3138,2016-04-23 09:55:25,36.43333,145.91667,9.26,1.0
3139,2016-04-23 10:39:07,38.48333,141.66667,11.01,1.1
3144,2016-04-23 14:35:54,38.85,142.43333,11.77,1.4
3151,2016-04-23 20:26:48,37.61667,141.76667,11.55,0.9
3155,2016-04-23 23:43:22,36.06667,144.71667,15.76,3.0
3156,2016-04-24 00:50:40,39.4,145.41667,10.75,0.8
3157,2016-04-24 01:04:10,38.23333,144.58333,11.81,2.1
3158,2016-04-24 02:05:13,37.41667,144.66667,8.98,2.0
3160,2016-04-24 02:35:35,38.01667,143.95,10.08,0.9
3161,2016-04-24 02:54:33,38.85,145.51667,11.1,1.4
3162,2016-04-24 03:18:47,36.11667,145.8,6.64,1.2
3165,2016-04-24 05:21:59,36.81667,143.41667,10.88,1.1
3166,2016-04-24 05:27:28,38.65,144.65,12.2,1.2
3169,2016-04-24 06:38:31,39.66667,144.1,11.99,2.1
3183,2016-04-24 09:37:25,38.7,145.38333,9.86,0.9
3194,2016-04-24 13:02:31,37.45,142.06667,10.83,1.1
3195,2016-04-24 13:07:41,36.68333,144.75,10.75,1.0
3198,2016-04-24 14:22:27,39.13333,142.06667,9.67,0.9
3199,2016-04-24 14:26:24,37.86667,142.43333,4.32,3.5
3200,2016-04-24 14:58:35,36.88333,144.21667,12.64,2.2
3203,2016-04-24 18:11:53,41.75,143.73333,8.24,1.1
3216,2016-04-24 22:41:53,41.26667,144.55,36.6,1.7
3221,2016-04-25 02:15:04,37.68333,144.55,6.88,1.0
3224,2016-04-25 05:05:53,37.2,140.75,10.86,1.0
3229,2016-04-25 09:40:13,39.3,144.18333,9.86,2.5
3235,2016-04-25 15:11:01,37.93333,141.1,11.22,0.8
3240,2016-04-25 17:11:56,38.86667,145.9,10.4,0.9
3241,2016-04-25 19:57:26,37.83333,142.05,10.32,2.1
3242,2016-04-25 20:27:33,39.96667,141.61667,9.14,3.4
3246,2016-04-25 22:31:02,37.53333,142.61667,3.36,2.7
3251,2016-04-26 01:45:42,37.01667,144.25,8.7,1.2
3269,2016-04-26 13:50:56,36.41667,145.13333,10.42,3.2
3272,2016-04-26 18:10:28,36.13333,143.6,8.3,1.5
3274,2016-04-26 18:31:01,39.76667,143.88333,9.57,0.8
3277,2016-04-26 19:28:18,38.28333,143.98333,10.54,1.5
3283,2016-04-26 22:17:07,37.05,144.7,9.12,1.5
3297,2016-04-27 12:32:40,38.33333,143.38333,9.54,1.0
3303,2016-04-27 12:50:48,38.63333,143.05,9.47,0.8
3308,2016-04-27 13:23:43,38.1,142.61667,9.13,1.2
3323,2016-04-27 21:05:06,38.53333,143.48333,7.62,0.8
3333,2016-04-27 23:14:43,37.66667,142.93333,9.15,1.3
3337,2016-04-28 01:44:00,37.8,144.25,9.36,0.8
3346,2016-04-28 14:54:58,38.75,145.08333,12.17,0.8
3350,2016-04-28 16:30:48,39.36667,145.76667,9.95,1.5
3361,2016-04-28 21:15:34,39.4,143.3,9.03,1.5
3362,2016-04-28 21:20:56,38.36667,142.88333,8.15,1.2
3365,2016-04-28 21:41:03,39.83333,143.63333,11.22,1.1
3380,2016-04-29 01:17:12,37.9,142.73333,15.14,1.7
3382,2016-04-29 02:07:28,39.46667,142.06667,9.47,1.8
3383,2016-04-29 02:15:33,39.6,143.78333,9.16,0.9
3395,2016-04-29 11:17:05,36.88333,142.8,7.88,1.3
3410,2016-04-30 00:55:48,38.78333,143.61667,10.39,0.8
3411,2016-04-30 01:59:29,38.96667,143.43333,11.04,1.6
3412,2016-04-30 02:17:25,36.75,142.58333,10.75,2.6
3422,2016-04-30 09:17:16,41.66667,143.28333,39.98,1.9
3428,2016-04-30 15:38:00,36.5,144.18333,9.48,1.7
3430,2016-04-30 18:24:53,38.75,144.1,14.32,1.9
3435,2016-04-30 21:39:03,39.15,141.11667,10.74,0.9
3438,2016-04-30 23:55:19,40.18333,143.91667,10.33,1.0
3440,2016-05-01 00:46:56,36.56667,145.23333,9.8,1.6
3442,2016-05-01 05:17:53,36.93333,145.05,11.59,1.6
3444,2016-05-01 06:25:26,36.7,145.35,10.52,0.8
3455,2016-05-01 17:16:00,37.91667,143.25,10.78,1.5
3461,2016-05-01 19:47:24,38.75,141.18333,11.56,0.9
3467,2016-05-01 22:46:21,40.96667,144.1,14.0,2.5
3468,2016-05-01 23:00:17,38.76667,143.16667,13.17,1.6
3471,2016-05-02 02:12:51,38.26667,144.2,10.15,0.8
3477,2016-05-02 05:57:50,37.71667,141.01667,13.44,2.1
3481,2016-05-02 09:37:26,39.86667,145.83333,8.01,0.9
3492,2016-05-02 14:08:31,37.86667,141.6,9.76,1.3
3495,2016-05-02 17:32:28,36.45,140.28333,11.35,1.6
3498,2016-05-02 20:12:36,39.23333,140.76667,7.94,0.8
3499,2016-05-02 21:05:45,36.33333,143.95,11.89,2.2
3505,2016-05-03 00:38:28,38.43333,142.41667,8.56,1.0
3506,2016-05-03 00:48:08,38.53333,142.93333,9.14,0.8
3508,2016-05-03 02:18:36,38.9,145.66667,3.89,0.8
3513,2016-05-03 07:23:58,38.61667,142.03333,8.44,1.1
3514,2016-05-03 07:27:42,41.85,145.71667,37.44,1.3
3520,2016-05-03 10:41:33,37.1,143.56667,11.03,1.6
3522,2016-05-03 11:59:45,39.33333,141.43333,10.54,1.2
3536,2016-05-04 11:13:44,36.63333,141.85,11.82,2.9
3537,2016-05-04 12:55:26,38.13333,143.4,9.62,1.0
3539,2016-05-04 13:02:08,39.11667,145.06667,12.17,1.2
3540,2016-05-04 13:21:32,38.03333,141.08333,10.87,0.8
3542,2016-05-04 13:59:19,38.41667,141.38333,11.97,1.0
3562,2016-05-05 05:27:04,38.81667,144.28333,14.34,2.4
3568,2016-05-05 12:08:15,39.45,142.81667,11.53,1.3
3570,2016-05-05 13:51:50,37.63333,142.98333,6.82,1.5
3571,2016-05-05 14:25:57,39.51667,145.46667,9.77,0.9
3574,2016-05-05 17:26:58,37.35,142.51667,8.77,3.1
3582,2016-05-06 04:59:10,37.5,142.65,10.86,1.0
3583,2016-05-06 06:25:49,39.15,140.91667,7.47,0.9
3589,2016-05-06 14:55:16,40.75,145.35,11.08,3.3
3590,2016-05-06 15:30:01,40.36667,142.53333,8.82,4.0
3595,2016-05-06 19:25:54,38.83333,141.35,7.37,2.1
3596,2016-05-06 19:44:28,38.91667,140.7,1.5,4.6
3598,2016-05-06 20:29:36,40.46667,143.01667,12.8,3.1
3599,2016-05-06 20:50:35,36.88333,143.81667,6.37,3.5
3605,2016-05-07 02:07:51,40.71667,144.4,10.5,3.7
3607,2016-05-07 02:18:50,40.13333,142.61667,6.94,1.5
3612,2016-05-07 05:58:44,41.33333,141.85,3.59,2.8
3613,2016-05-07 06:00:30,39.51667,142.53333,9.17,1.5
3614,2016-05-07 06:27:51,41.08333,140.25,3.02,4.1
3615,2016-05-07 08:41:50,41.91667,144.91667,7.06,4.9
3617,2016-05-07 14:46:57,39.91667,140.73333,11.51,3.1
3618,2016-05-07 14:47:30,39.95,143.03333,8.5,2.2
3619,2016-05-07 14:50:37,40.6,142.91667,7.45,1.9
3621,2016-05-07 15:04:31,38.15,141.18333,5.01,2.4
3623,2016-05-07 15:19:37,41.26667,140.31667,1.89,3.9
3624,2016-05-07 15:21:09,40.78333,142.85,6.98,2.0
3627,2016-05-07 16:28:44,36.35,145.98333,3.09,4.5
3628,2016-05-07 17:26:42,39.5,141.25,8.0,1.4
3629,2016-05-07 18:00:14,41.4,140.71667,11.57,2.8
3630,2016-05-07 18:32:53,40.46667,140.95,3.26,3.0
3631,2016-05-07 18:46:03,38.31667,143.96667,16.42,4.0
3632,2016-05-07 18:53:48,37.91667,140.58333,2.01,2.7
3634,2016-05-07 19:04:13,40.03333,141.71667,11.87,2.1
3636,2016-05-07 19:26:55,40.88333,144.55,9.56,3.0
3637,2016-05-07 19:48:49,40.11667,140.95,10.5,3.6
3639,2016-05-07 20:52:03,39.41667,143.61667,9.19,0.8
3640,2016-05-07 21:20:13,37.76667,140.45,5.49,2.4
3641,2016-05-07 21:33:47,39.2,144.4,27.43,4.7
3644,2016-05-07 23:47:07,40.21667,143.33333,6.79,2.8
3645,2016-05-08 01:46:36,39.6,141.8,3.94,3.4
3648,2016-05-08 02:28:16,39.83333,142.5,9.88,1.9
3650,2016-05-08 02:50:10,39.75,140.31667,7.46,2.3
3655,2016-05-08 06:10:43,40.83333,145.51667,10.08,3.6
3656,2016-05-08 06:33:26,37.23333,140.25,18.72,2.9
3657,2016-05-08 07:33:51,39.7,146.0,8.61,3.1
3658,2016-05-08 07:35:43,38.56667,144.38333,9.81,1.0
3660,2016-05-08 07:59:53,39.96667,142.16667,9.78,2.1
3661,2016-05-08 09:35:33,39.21667,143.15,9.32,0.8
3665,2016-05-08 15:09:10,40.16667,143.9,8.81,0.8
3666,2016-05-08 15:15:38,41.05,143.91667,6.69,2.9
3671,2016-05-08 16:35:19,36.65,143.96667,11.9,1.1
3672,2016-05-08 18:26:59,39.78333,144.51667,5.06,3.1
3673,2016-05-08 18:55:37,38.76667,144.46667,6.6,2.4
3674,2016-05-08 19:32:28,37.75,141.51667,4.72,2.2
3678,2016-05-08 23:07:17,38.43333,142.1,5.74,2.0
3679,2016-05-09 00:04:15,40.13333,141.5,12.37,2.5
3681,2016-05-09 03:30:53,40.01667,144.1,8.04,3.2
3685,2016-05-09 09:52:13,39.35,141.81667,8.77,0.9
3687,2016-05-09 10:04:32,38.2,141.56667,2.48,3.9
3689,2016-05-09 13:13:14,40.05,144.3,13.32,0.9
3695,2016-05-10 00:06:52,39.26667,142.3,8.62,4.4
3706,2016-05-10 08:19:40,36.93333,140.46667,4.57,4.9
3708,2016-05-10 10:12:51,38.18333,142.58333,0.9,3.6
3710,2016-05-10 15:19:40,39.2,143.86667,10.68,1.0
3713,2016-05-10 20:48:50,37.15,144.83333,10.55,0.8
3716,2016-05-11 03:11:26,37.1,140.03333,5.39,4.6
3719,2016-05-11 08:42:53,36.26667,143.31667,1.12,1.8
3725,2016-05-11 13:11:42,39.08333,142.13333,9.06,0.8
3727,2016-05-11 14:23:37,39.75,144.85,13.41,1.2
3734,2016-05-11 16:40:52,39.15,142.6,8.47,1.7
3736,2016-05-11 19:40:57,40.36667,144.68333,10.39,0.8
3740,2016-05-11 20:34:20,39.9,143.55,10.42,0.8
3742,2016-05-11 23:27:33,39.66667,144.38333,14.45,1.1
3744,2016-05-11 23:45:43,41.3,145.4,7.21,0.9
3747,2016-05-12 01:47:37,37.3,144.4,10.46,1.5
3751,2016-05-12 04:04:53,40.11667,143.06667,10.7,1.0
3756,2016-05-12 11:01:10,39.88333,143.76667,10.09,0.9
3763,2016-05-12 21:18:36,38.1,142.85,11.18,3.9
3764,2016-05-12 22:32:26,40.43333,144.06667,9.23,1.2
3765,2016-05-13 05:12:47,36.55,145.55,5.69,0.8
3768,2016-05-13 08:49:32,36.45,145.33333,10.88,0.9
3769,2016-05-13 11:39:08,36.73333,142.66667,9.55,2.0
3770,2016-05-13 13:38:16,38.03333,140.73333,10.26,0.9
3775,2016-05-13 18:45:37,39.76667,144.16667,10.03,0.8
3776,2016-05-13 19:19:28,38.73333,145.01667,10.55,1.0
3778,2016-05-13 20:05:43,36.26667,145.53333,6.47,0.8
3779,2016-05-14 00:57:45,39.48333,142.36667,13.9,0.8
3781,2016-05-14 01:57:33,37.65,140.63333,9.16,2.1
3789,2016-05-14 09:18:07,36.9,145.08333,11.05,0.9
3790,2016-05-14 10:23:28,40.33333,145.2,10.24,0.8
3791,2016-05-14 10:29:16,40.03333,145.98333,11.15,1.7
3795,2016-05-14 12:01:01,40.2,145.05,10.74,1.0
3797,2016-05-14 15:06:12,37.93333,141.36667,8.63,2.3
3801,2016-05-14 18:27:24,39.96667,145.16667,11.41,0.8
3803,2016-05-14 18:34:00,40.25,145.35,10.64,1.1
3804,2016-05-14 18:34:25,39.7,143.93333,10.31,1.7
3806,2016-05-14 19:40:17,40.11667,145.45,10.73,0.9
3809,2016-05-14 22:34:55,39.58333,144.18333,10.0,1.1
3812,2016-05-15 02:16:11,39.88333,143.35,9.06,0.8
3819,2016-05-15 09:09:22,37.76667,142.0,5.89,3.8
3822,2016-05-15 11:11:47,36.91667,144.81667,6.2,3.4
3831,2016-05-15 22:27:41,39.88333,144.96667,10.3,0.8
3832,2016-05-15 22:59:49,38.76667,144.48333,4.08,2.6
3834,2016-05-16 01:45:59,39.23333,142.98333,10.55,1.3
3835,2016-05-16 02:55:37,39.78333,145.53333,13.44,2.1
3837,2016-05-16 06:50:05,39.13333,145.98333,4.31,3.3
3843,2016-05-16 08:50:44,39.4,144.11667,10.01,0.9
3844,2016-05-16 08:58:50,39.75,145.1,14.57,2.0
3848,2016-05-16 14:57:13,39.01667,143.58333,11.14,0.9
3855,2016-05-16 21:37:30,37.4,143.0,11.44,0.8
3858,2016-05-16 23:13:40,37.15,144.1,9.14,0.8
3859,2016-05-16 23:14:58,38.5,144.88333,8.62,1.6
3860,2016-05-16 23:18:32,38.1,143.81667,10.16,1.0
3869,2016-05-17 11:10:55,39.4,141.73333,11.41,1.3
3870,2016-05-17 14:46:16,39.95,141.3,14.53,2.1
3871,2016-05-17 15:58:46,36.11667,145.36667,11.98,1.1
3874,2016-05-17 21:50:35,37.9,140.66667,13.59,1.8
3876,2016-05-17 22:29:38,40.35,144.35,9.41,1.0
3878,2016-05-17 22:47:15,39.58333,144.58333,10.52,0.8
3881,2016-05-18 02:05:53,39.11667,141.55,11.05,3.3
3886,2016-05-18 12:25:25,40.75,144.48333,11.95,1.0
3895,2016-05-19 03:51:00,37.25,140.83333,9.29,3.1
3896,2016-05-19 04:00:26,41.1,145.98333,34.68,3.5
3898,2016-05-19 10:33:19,36.91667,144.41667,1.8,2.3
3903,2016-05-19 16:38:03,41.0,145.13333,10.01,1.0
3904,2016-05-19 16:40:18,40.75,145.1,10.29,0.9
3908,2016-05-19 18:52:06,38.51667,140.86667,9.03,1.0
3910,2016-05-19 19:39:11,38.76667,141.28333,12.05,1.3
3920,2016-05-20 02:15:56,39.46667,143.66667,14.47,1.8
3925,2016-05-20 05:05:26,39.95,144.16667,9.68,1.0
3928,2016-05-20 07:25:11,39.88333,144.48333,9.81,1.1
3929,2016-05-20 08:42:51,39.25,145.38333,7.68,1.9
3933,2016-05-20 17:41:19,40.45,144.91667,10.84,0.8
3935,2016-05-20 21:51:36,40.06667,144.5,12.06,0.9
3936,2016-05-20 23:06:49,40.01667,145.33333,10.28,0.9
3940,2016-05-21 11:49:02,36.5,143.45,12.6,1.2
3946,2016-05-21 16:13:00,39.95,142.71667,6.4,2.5
3947,2016-05-21 16:20:05,40.28333,141.55,9.14,0.9
3948,2016-05-21 16:22:49,38.71667,143.3,8.54,3.0
3950,2016-05-21 17:03:40,40.18333,140.8,9.59,1.0
3954,2016-05-21 22:24:58,39.8,141.11667,10.76,0.8
3955,2016-05-21 23:05:26,40.66667,144.85,11.01,1.0
3956,2016-05-21 23:56:49,40.46667,145.96667,6.14,1.9
3957,2016-05-22 00:19:58,39.98333,143.68333,7.18,1.5
3960,2016-05-22 00:32:17,40.51667,140.3,13.31,1.6
3961,2016-05-22 00:57:20,36.31667,145.41667,6.47,0.9
3967,2016-05-22 07:56:40,38.58333,142.88333,10.64,1.1
3979,2016-05-22 23:57:40,38.61667,143.41667,9.67,1.1
3980,2016-05-23 00:48:00,39.85,144.3,10.27,0.8
3982,2016-05-23 00:51:33,40.43333,145.28333,11.85,1.1
3986,2016-05-23 03:01:23,40.65,145.48333,11.55,0.9
3991,2016-05-23 03:48:16,36.33333,142.01667,5.64,4.1
3992,2016-05-23 04:51:40,39.83333,143.2,9.93,1.3
3993,2016-05-23 06:20:45,39.58333,141.63333,1.88,2.3
3994,2016-05-23 06:30:17,41.31667,143.23333,12.95,1.5
3995,2016-05-23 06:52:23,39.41667,143.33333,11.28,1.3
3998,2016-05-23 07:53:17,40.61667,144.05,10.78,0.9
3999,2016-05-23 07:56:49,40.28333,143.55,9.84,1.1
4006,2016-05-23 10:43:56,36.31667,143.15,2.02,1.5
4007,2016-05-23 11:08:00,37.7,144.05,13.48,1.4
4011,2016-05-23 13:50:25,41.41667,144.58333,7.37,1.6
4018,2016-05-24 00:23:57,37.38333,142.18333,3.01,2.1
4019,2016-05-24 00:32:23,40.98333,145.31667,23.7,4.1
4021,2016-05-24 01:09:57,41.21667,144.41667,11.05,1.8
4022,2016-05-24 01:49:47,38.25,141.23333,12.33,1.1
4023,2016-05-24 01:58:33,39.31667,142.85,13.39,4.2
4025,2016-05-24 02:31:20,40.3,143.91667,10.94,1.0
4027,2016-05-24 05:33:45,41.3,143.71667,6.58,4.2
4028,2016-05-24 07:28:59,41.91667,140.7,18.25,2.9
4031,2016-05-24 11:02:27,39.56667,140.26667,10.32,2.5
4040,2016-05-24 17:40:07,40.5,144.46667,10.86,1.4
4041,2016-05-24 18:34:39,39.25,142.03333,14.39,1.6
4042,2016-05-24 19:42:30,39.5,144.95,5.31,2.2
4044,2016-05-24 22:30:01,40.4,144.2,12.91,1.0
4046,2016-05-24 22:52:15,39.01667,141.16667,17.8,3.3
4048,2016-05-24 23:50:04,40.4,141.26667,7.61,1.7
4050,2016-05-25 02:23:36,37.85,141.06667,11.7,4.7
4052,2016-05-25 13:49:47,38.26667,141.5,12.19,1.1
4053,2016-05-25 18:06:06,36.68333,144.88333,10.47,0.9
4055,2016-05-25 20:58:48,40.35,145.1,10.29,0.9
4056,2016-05-25 21:32:49,41.3,142.25,18.2,3.1
4058,2016-05-26 01:36:03,38.41667,142.45,8.77,0.8
4066,2016-05-26 09:04:26,38.28333,144.01667,10.24,2.4
4068,2016-05-26 12:17:05,40.03333,142.1,10.09,1.7
4069,2016-05-26 13:25:50,38.71667,142.41667,61.77,0.9
4070,2016-05-26 16:35:09,39.61667,141.41667,10.82,0.8
4073,2016-05-26 20:16:47,39.63333,142.35,9.87,4.9
4074,2016-05-26 22:34:47,37.41667,141.71667,9.26,1.8
4078,2016-05-27 03:21:09,40.05,141.28333,10.66,0.8
4079,2016-05-27 05:10:26,37.1,144.01667,10.23,0.8
4084,2016-05-27 19:07:47,39.76667,145.0,15.17,3.5
4085,2016-05-27 20:33:37,38.33333,140.4,11.05,0.8
4091,2016-05-28 03:13:27,41.31667,142.68333,17.84,3.5
4098,2016-05-28 11:23:27,38.28333,143.81667,7.77,1.8
4103,2016-05-28 16:35:29,39.35,143.86667,8.3,0.9
4107,2016-05-28 18:27:12,37.93333,144.35,19.16,4.1
4110,2016-05-28 20:54:13,38.6,141.3,10.88,1.4
4114,2016-05-28 23:46:46,37.96667,144.11667,11.07,0.8
4121,2016-05-29 11:13:27,37.58333,140.21667,8.3,2.6
4123,2016-05-29 18:22:34,38.85,142.15,7.91,0.8
4127,2016-05-29 20:00:04,40.06667,141.73333,11.05,0.8
4128,2016-05-29 23:14:55,37.41667,141.03333,9.9,1.3
4129,2016-05-30 03:10:15,38.88333,141.26667,12.38,1.3
4131,2016-05-30 07:52:40,40.85,143.66667,32.16,1.8
4132,2016-05-30 09:21:30,39.91667,141.36667,10.02,1.1
4134,2016-05-30 13:18:52,40.65,142.66667,11.62,0.9
4141,2016-05-31 03:09:39,37.88333,143.78333,10.37,0.8
4142,2016-05-31 03:17:33,38.71667,144.75,8.41,2.0
4143,2016-05-31 07:14:19,41.93333,142.93333,41.92,2.5
4151,2016-05-31 12:21:07,39.5,143.0,9.91,1.3
4152,2016-05-31 12:27:12,38.78333,143.46667,9.34,0.9
4154,2016-05-31 17:54:40,41.4,141.06667,8.23,1.3
4155,2016-05-31 18:33:23,38.46667,140.43333,7.58,2.0
4163,2016-06-01 06:31:11,40.48333,145.86667,7.88,0.8
4172,2016-06-02 09:26:58,39.8,141.08333,8.57,0.9
4175,2016-06-02 17:35:46,39.65,141.06667,6.55,4.0
4179,2016-06-02 23:01:23,37.5,144.16667,10.56,0.9
4181,2016-06-03 00:05:54,37.05,140.16667,10.19,1.2
4182,2016-06-03 00:48:39,39.88333,145.25,10.91,0.9
4185,2016-06-03 03:21:15,39.75,141.56667,10.34,0.9
4187,2016-06-03 05:43:29,38.31667,140.78333,13.09,1.3
4189,2016-06-03 07:11:14,40.25,141.11667,9.11,0.8
4190,2016-06-03 07:35:30,38.61667,140.73333,10.79,1.3
4191,2016-06-03 11:07:04,37.81667,140.6,10.24,1.7
4195,2016-06-03 22:41:08,40.53333,140.86667,8.32,2.9
4197,2016-06-04 02:08:51,38.66667,142.08333,13.48,1.1
4199,2016-06-04 04:30:25,39.88333,140.65,6.74,4.6
4202,2016-06-04 12:20:13,39.05,144.4,12.56,2.2
4203,2016-06-04 14:09:49,40.13333,145.95,7.57,1.1
4205,2016-06-04 23:15:04,40.01667,142.05,12.29,4.5
4208,2016-06-05 03:57:45,37.56667,140.86667,11.94,0.9
4209,2016-06-05 08:15:42,37.93333,141.56667,10.35,0.8
4217,2016-06-05 20:56:15,37.03333,144.83333,11.2,1.0
4218,2016-06-05 22:29:44,39.31667,143.6,9.28,1.7
4220,2016-06-06 01:54:48,40.86667,144.18333,70.42,2.6
4223,2016-06-06 09:51:56,39.46667,143.3,9.29,1.0
4226,2016-06-06 14:39:38,37.06667,141.76667,5.03,2.7
4234,2016-06-07 01:43:55,40.96667,140.13333,15.51,3.8
4241,2016-06-07 16:59:46,40.03333,145.28333,7.62,1.0
4243,2016-06-07 19:45:55,38.4,141.9,9.64,0.9
4244,2016-06-07 21:45:27,39.9,141.71667,10.83,0.9
4245,2016-06-07 21:50:51,40.36667,143.08333,4.51,1.9
4246,2016-06-07 21:53:00,36.31667,140.9,12.49,2.0
4252,2016-06-08 02:03:46,38.23333,141.7,11.83,0.8
4253,2016-06-08 02:38:07,38.51667,141.7,11.02,1.9
4258,2016-06-08 06:02:33,37.0,143.95,64.58,4.7
4260,2016-06-08 06:48:16,40.1,143.41667,9.05,1.2
4261,2016-06-08 06:57:40,37.96667,142.4,10.88,0.9
4263,2016-06-08 09:19:19,40.03333,143.75,10.51,0.8
4267,2016-06-08 21:31:12,40.71667,142.9,27.7,1.0
4269,2016-06-08 23:56:22,40.18333,144.36667,9.04,1.0
4275,2016-06-09 03:39:23,40.26667,144.9,10.57,0.8
4281,2016-06-09 14:43:10,40.23333,143.91667,11.46,0.8
4282,2016-06-09 16:18:31,40.61667,143.61667,10.73,0.9
4287,2016-06-09 21:35:43,38.16667,140.35,13.96,1.3
4289,2016-06-10 00:50:35,41.75,142.73333,7.89,2.5
4297,2016-06-10 06:46:54,38.1,141.38333,10.09,0.9
4299,2016-06-10 16:25:10,38.33333,140.91667,11.29,0.8
4302,2016-06-10 22:32:09,40.21667,145.35,47.66,1.7
4305,2016-06-11 03:39:00,40.06667,144.25,7.64,1.0
4308,2016-06-11 06:26:59,37.06667,145.03333,10.71,1.2
4320,2016-06-12 12:06:27,39.06667,143.56667,43.12,4.8
4321,2016-06-12 13:37:20,39.55,144.96667,4.57,2.3
4323,2016-06-12 15:36:53,38.75,145.86667,10.21,0.8
4326,2016-06-13 00:38:27,37.93333,143.66667,7.35,1.9
4330,2016-06-13 07:29:42,39.58333,144.61667,15.08,3.4
4331,2016-06-13 12:33:53,41.75,140.9,15.14,1.2
4334,2016-06-13 16:16:55,39.71667,144.76667,5.55,0.8
4336,2016-06-13 22:29:28,36.35,144.61667,9.34,1.0
4351,2016-06-15 14:08:42,37.71667,141.6,10.24,1.5
4353,2016-06-15 16:46:17,37.25,140.75,7.99,1.6
4357,2016-06-16 07:09:06,38.61667,141.05,12.76,2.0
4364,2016-06-16 21:14:33,38.68333,144.56667,10.41,1.0
4365,2016-06-16 21:26:44,38.85,140.81667,13.3,2.9
4368,2016-06-17 02:01:34,38.08333,141.2,10.14,1.0
4372,2016-06-17 08:56:57,38.81667,144.71667,12.1,1.2
4375,2016-06-17 19:47:10,37.3,141.2,11.18,0.8
4376,2016-06-17 22:07:27,39.78333,143.88333,9.03,1.9
4377,2016-06-17 23:23:04,39.76667,142.36667,8.5,2.9
4380,2016-06-18 04:53:26,37.58333,140.5,11.31,0.9
4381,2016-06-18 07:06:39,39.7,143.7,11.5,1.3
4383,2016-06-18 11:21:05,38.61667,144.73333,9.69,0.9
4384,2016-06-18 12:27:20,39.43333,145.76667,6.35,4.2
4391,2016-06-18 20:15:42,38.28333,141.71667,10.49,0.9
4392,2016-06-18 21:29:46,41.11667,140.25,10.6,1.7
4399,2016-06-19 15:24:58,39.86667,144.75,59.89,4.5
4400,2016-06-19 16:04:31,38.5,142.98333,11.47,1.5
4401,2016-06-20 10:44:13,38.5,141.75,85.58,1.3
4405,2016-06-21 02:51:05,38.08333,143.93333,10.28,1.0
